# project_name=keliya solverstep_min=20
t_next,delta_nst,delta_nfe,delta_ncfn,delta_netf,h_last,h_cur
17358500.000000,7,19,2,0,4.6663328711042134,10.598367591359541
17358520.000000,8,24,3,0,2.6649065182724616,4.8643398183967532
17358540.000000,8,22,2,0,2.6750333948523388,7.7655782392431396
17358560.000000,8,20,2,0,6.4389742617374086,16.201897606295411
17358580.000000,8,20,3,0,1.9376458639446708,1.9376458639446708
17358600.000000,8,20,2,0,1.2001745077888932,2.5377575724230161
17358620.000000,7,19,2,0,2.3010064837410682,2.3010064837410682
17358640.000000,8,20,2,0,2.5919469921820206,4.0335261262113553
17358660.000000,7,17,1,0,3.7383021596744488,13.01781597445812
17358680.000000,8,22,3,0,2.9474297436105745,2.9474297436105745
17358700.000000,9,20,2,0,2.7692633891020786,4.2153304767025501
17358720.000000,7,18,2,0,2.1777049351676188,3.6337511400110296
17358740.000000,8,22,3,0,2.426871740818521,4.3382639052851779
17358760.000000,7,18,2,0,2.1261217287573029,3.5802311549876302
17358780.000000,6,19,3,0,1.076331727897188,1.076331727897188
17358800.000000,8,20,2,0,2.0854540020276784,2.0854540020276784
17358820.000000,6,14,1,0,6.6416258143558737,16.922882987566158
17358840.000000,9,27,4,0,2.0546398586243892,2.0546398586243892
17358860.000000,6,14,1,0,6.5723391316888602,16.700127655919342
17358880.000000,19,25,2,0,1.0437579784949589,1.0437579784949589
17358900.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17358920.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17358940.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17358960.000000,20,20,0,0,1.0437579784949589,1.0437579784949589
17358980.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359000.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359020.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359040.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359060.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359080.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359100.000000,20,20,0,0,1.0437579784949589,1.0437579784949589
17359120.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359140.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359160.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359180.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359200.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359220.000000,20,20,0,0,1.0437579784949589,1.0437579784949589
17359240.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359260.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359280.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359300.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359320.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359340.000000,20,20,0,0,1.0437579784949589,1.0437579784949589
17359360.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359380.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359400.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359420.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359440.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359460.000000,20,20,0,0,1.0437579784949589,1.0437579784949589
17359480.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359500.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359520.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359540.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359560.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359580.000000,20,20,0,0,1.0437579784949589,1.0437579784949589
17359600.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359620.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359640.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359660.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359680.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359700.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359720.000000,20,20,0,0,1.0437579784949589,1.0437579784949589
17359740.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359760.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359780.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359800.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359820.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359840.000000,20,20,0,0,1.0437579784949589,1.0437579784949589
17359860.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359880.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359900.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359920.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359940.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17359960.000000,20,20,0,0,1.0437579784949589,1.0437579784949589
17359980.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17360000.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17360020.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17360040.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
17360060.000000,19,19,0,0,1.0437579784949589,1.0437579784949589
